,Year,Military Expenditure GDP,Relative Military Expenditure,Military Expenditure USD,Total Armed Forces Personel,Relative Armed Forces Personel,Destination country,source_hash
1816,2012,1.24167747904608,2.76432126817923,43798225349.2896,186450.0,0.445481094255437,DE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1817,2013,1.18525790100841,2.63716562304122,44242647302.8936,181550.0,0.430080903062347,DE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1818,2014,1.14994199690514,2.59562871065739,44662831167.6836,178600.0,0.42064713240422,DE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1819,2015,1.13733842666332,2.57659765127576,38170021071.3098,177300.0,0.415605686451552,DE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1820,2016,1.14965448490146,2.59201330001856,39855047309.425,179100.0,0.411088840292215,DE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1821,2017,1.15404940702975,2.60660283951823,42210258091.0503,180000.0,0.410780449077967,DE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1822,2018,1.16783286716194,2.63468873864309,46423020903.4147,181400.0,0.41288231046938,DE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1823,2019,1.26026775303381,2.80114967831276,49007512315.2709,184000.0,0.414099698643445,DE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1824,2020,1.38622622907981,2.72654370489174,53210988259.4324,,,DE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1825,2021,1.3373843362163,2.51590365758895,56017029328.2876,,,DE,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1826,1978,0.0209424083769634,,45014.376466484,,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1827,1979,0.0175054704595186,,45014.376466484,,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1828,1980,0.535539601744234,,1817455.44983429,,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1829,1981,1.41532600122037,,5351084.00245328,,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1830,1982,7.4850640113798,,29608206.1208298,,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1831,1983,7.65969316596932,,30902369.4442413,,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1832,1991,6.65088450757308,17.6706198954846,31774522.9882794,3000.0,2.28409584066147,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1833,1992,6.76002805366394,14.3619322278298,33625739.2204635,8000.0,6.13769928342361,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1834,1993,6.15873724134084,13.4393028407293,31065546.5589323,8000.0,6.26301532873002,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1835,1994,5.75744469878374,14.3809448528443,30711058.3442587,8000.0,6.14274196644527,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1836,1995,5.79164602938749,15.6863914145178,29608206.1208298,12600.0,9.56327701625757,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1837,1996,5.08047879345913,14.9362664473684,24527208.3771755,12600.0,9.32469935245143,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1838,1997,5.47498607759421,15.0459125111593,26552855.3181672,12600.0,8.9195330695228,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1839,1998,5.6508745401074,15.397592706745,26704778.8387416,12600.0,8.46876638303021,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1840,1999,5.47808971304258,14.9910227738054,26779052.5599113,12600.0,8.12216771631718,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1841,2000,5.06910119132427,14.3621910321699,26025061.7540977,12600.0,7.85296262363742,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1842,2004,5.60717905405405,14.9528142525733,37355742.9904176,11000.0,6.23734810639782,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1843,2005,6.32869062643662,17.1836664295108,44847260.5938522,13000.0,7.29108244531688,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1844,2006,6.4419558207413,19.2202686469368,49515814.1131324,,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1845,2007,4.07194358827078,10.9096244131455,34518711.9136174,12000.0,6.51777179108369,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1846,2008,3.68807106615083,9.10796530191292,36274835.2755161,13000.0,6.93966230535582,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1847,1990,,16.222241778873,31116187.7324571,4000.0,3.32983700447863,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1848,2001,,15.3211980804236,26048131.6220368,12600.0,7.58223110158986,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1849,2002,,16.9727432001608,33250994.5363801,12300.0,7.1683334498916,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1850,2003,,18.330740164481,41763775.805898,12300.0,7.03782113635063,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1851,1984,,,31133068.123632,,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1852,1985,,,31391900.7883143,3000.0,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1853,1986,,,30604149.2001508,,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1854,1987,,,30817967.4883666,,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1855,1988,,,31059919.761874,,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1856,1989,,,31088053.7471655,4000.0,,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1857,2009,,,,12950.0,6.79016553322462,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1858,2010,,,,12950.0,6.67065016947057,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1859,2011,,,,12950.0,6.53314499041469,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1860,2012,,,,12950.0,6.3973047340055,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1861,2013,,,,12950.0,6.26184673707013,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1862,2014,,,,12950.0,6.12817588574619,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1863,2015,,,,12950.0,5.99911982025803,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1864,2016,,,,13100.0,5.9318158148549,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1865,2017,,,,13000.0,5.76057286681556,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1866,2018,,,,13450.0,5.83747092114857,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1867,2019,,,,13000.0,5.52970301241206,DJ,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1868,1960,2.72887755602413,,161137605.434377,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1869,1961,2.58681164503683,,170837712.859447,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1870,1962,3.01827310409247,,224550248.004239,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1871,1963,3.0415238937401,,239028020.280463,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1872,1964,2.84291447082145,,255387902.952597,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1873,1965,2.83213773314204,,285791224.732668,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1874,1966,2.63674969892882,,301137663.345466,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1875,1967,2.58821092365411,,323292901.356134,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1876,1968,2.67593414991841,,345466666.666667,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1877,1969,2.39160763140253,,352000000.0,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1878,1970,2.42911996594156,,395600000.0,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1879,1971,2.36222218936224,,430225386.933537,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1880,1972,2.17997334586636,,487244020.612178,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1881,1973,1.97580758328422,,581866269.939664,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1882,1974,2.23484393156229,,732087482.977571,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1883,1975,2.39724954226188,,931928334.624053,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1884,1976,2.204203184792,,945240875.960708,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1885,1977,2.21630312859212,,1063101451.06185,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1886,1978,2.27182119452819,,1322665931.65078,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1887,1979,2.25152737235981,,1529188589.15483,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1888,1980,2.36309252270559,,1617653843.01465,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1889,1981,2.43866639204741,,1446085209.66902,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1890,1982,2.41989502520681,,1400430126.10952,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1891,1983,2.36474287605693,,1374960497.49644,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1892,1984,2.23547072552978,,1259583260.91574,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1893,1985,2.10467210710106,,1259295609.82975,29600.0,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1894,1986,1.94481923668799,,1647882397.58052,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1895,1987,2.0316474834314,,2141274092.44012,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1896,1988,2.0874706324154,3.6421038395982,2320423440.13917,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1897,1989,2.02422013695156,3.51920316933313,2183667160.04257,31000.0,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1898,1990,1.95075703504915,3.48803573327661,2649889473.4801,31000.0,1.067054386041,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1899,1991,1.95468015000635,3.46559548383695,2671946670.50212,30000.0,1.03317703660718,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1900,1992,1.88937728533689,3.29377875975163,2837745376.59063,28000.0,0.957502941756806,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1901,1993,1.9071976696874,3.15876853437863,2682011246.24842,27000.0,0.93138744648403,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1902,1994,1.77010988336089,2.93625742214495,2718790041.74167,28000.0,1.00894683606884,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1903,1995,1.6853146650741,2.87960013979282,3117966146.47015,33100.0,1.18499912825593,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1904,1996,1.64481665845606,2.83596682920336,3086224944.68559,32900.0,1.16372269584675,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1905,1997,1.61596120506505,2.89041968125948,2804317082.69866,32900.0,1.15791863245938,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1906,1998,1.60802638812534,2.90282367374399,2846065338.17452,32100.0,1.13331930512345,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1907,1999,1.56485472255403,2.86954132830755,2784881254.0853,27000.0,0.943635927085602,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1908,2000,1.45744405054744,2.76624322170998,2392510831.18689,21800.0,0.764091887306962,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1909,2001,1.53238072045298,2.90018063170038,2525225824.9007,21400.0,0.753121495037668,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1910,2002,1.50814985204971,2.83410574229878,2694082493.21381,22700.0,0.791236308474803,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1911,2003,1.46685124979903,2.73465479119305,3199158427.7901,22800.0,0.794925308399641,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1912,2004,1.42370423392813,2.68636744635346,3578832460.36595,21000.0,0.725232531997432,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1913,2005,1.3114886404907,2.55942668842179,3468452919.92043,21000.0,0.725851441022497,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1914,2006,1.37749218313459,2.76439698138777,3896730667.68907,30000.0,1.02820115864561,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1915,2007,1.3072470519224,2.63603450235296,4175652589.23159,30000.0,1.02572764264196,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1916,2008,1.35500452408311,2.68792635456182,4788030120.84823,30000.0,1.0278513452861,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1917,2009,1.35017862531649,2.38816148950943,4337355690.401,18707.0,0.643037852850995,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1918,2010,1.3986217868925,2.46787033157623,4503492126.71228,18628.0,0.644887909701845,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1919,2011,1.31353128527572,2.32774593707151,4518590126.86474,16450.0,0.56976997918348,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1920,2012,1.35181897255939,2.33253539504319,4422458083.58423,17200.0,0.598941266844353,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1921,2013,1.22725200034691,2.19857346170878,4216647585.33628,17200.0,0.603425774419799,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1922,2014,1.14927328634589,2.08134894154599,4056861510.68455,17200.0,0.600343172911399,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1923,2015,1.11144601158659,2.03831671585416,3364047774.07406,16600.0,0.573330330832324,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1924,2016,1.14763761681092,2.18686632632674,3592727943.77381,16100.0,0.547679217818828,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1925,2017,1.13823325447046,2.25171871603049,3764033343.56355,15000.0,0.505652520981209,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1926,2018,1.27753927185212,2.52736360340049,4558690186.91182,14500.0,0.484914315640426,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1927,2019,1.31097718604447,2.64753594198404,4556755135.7025,15000.0,0.494706965276188,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1928,2020,1.39820311119664,2.60104482593954,4980428134.55658,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1929,2021,1.37159146918744,2.56062022905088,5391221374.0458,,,DK,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1930,1960,5.23152574784865,,38300000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1931,1961,5.229793977813,,36300000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1932,1962,4.31965442764579,,38000000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1933,1963,3.86521308225966,,39000000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1934,1964,3.78349505920057,,42500000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1935,1965,4.21207041072925,,40200000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1936,1966,3.46271991063949,,37200000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1937,1967,3.19186875891583,,35800000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1938,1968,3.24517139377066,,37300000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1939,1969,2.64782447006322,,35600000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1940,1970,2.41669471558398,,35900000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1941,1971,2.1962196219622,,36600000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1942,1972,1.98752138472376,,39500000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1943,1973,1.79127393696422,,42000000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1944,1974,1.96506550218341,,57600000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1945,1975,1.83101330888278,,65900000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1946,1976,1.92838162723017,,76200000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1947,1977,1.88572300582067,,86500000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1948,1978,2.17556606961811,,103000000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1949,1979,2.18229431876046,,120000000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1950,1980,1.58354321564842,,105000000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1951,1981,1.72012825276253,,125000000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1952,1982,1.58204007834865,,126000000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1953,1983,1.36650543348589,,126000000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1954,1984,1.19889598067966,,139000000.0,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1955,1985,1.21005235068591,,61042019.3985112,22200.0,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1956,1986,1.34415405467726,,82290924.2407027,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1957,1987,1.01813994179507,,59327500.2861037,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1958,1988,0.880047487861676,,47296368.7644376,,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1959,1989,0.800367985280589,,53517350.1577287,21000.0,,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1960,1990,0.67572938756657,,47798904.4373805,21000.0,0.850005585750992,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1961,1991,0.348155032228406,,33894298.9505531,21000.0,0.829056454796684,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1962,1992,0.559086816093422,,63127240.8448279,22000.0,0.841026817286924,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1963,1993,0.755070036358464,,95993941.2108112,22000.0,0.817087832113706,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1964,1994,0.733765624039859,,100956679.660489,22000.0,0.796523392624845,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1965,1995,0.549477867602509,,84449968.3763072,39500.0,1.39068935238942,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1966,1996,0.633651609977827,,107001292.233531,39500.0,1.35293200917254,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1967,1997,0.796926406823975,5.64165157361472,150664189.828608,39500.0,1.31432366567865,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1968,1998,0.780062374149808,5.86422585553167,159053096.301731,39500.0,1.27942350148737,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1969,1999,0.81624388755279,5.78992983904251,175000467.782275,39500.0,1.24666556413037,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1970,2000,1.03009647155323,7.08546844121093,246810843.740481,39500.0,1.21672263590792,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1971,2001,1.21349605211345,7.71284507377439,305900327.992638,39500.0,1.21654014135888,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1972,2002,1.05891921128922,6.68305837563452,271663317.176971,39500.0,1.18578985462216,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1973,2003,0.764145027120822,4.01895901138712,155802495.564486,39500.0,1.18158368708553,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1974,2004,0.687618052138186,4.02640057555757,152878466.844661,39000.0,1.13888231841397,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1975,2005,0.766536371799736,5.06180213564776,272200481.144258,40000.0,1.14930771449817,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1976,2006,0.683423360678412,4.22925405352368,259240325.136752,65000.0,1.80866696514309,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1977,2007,0.62761905715381,3.85683044912715,274775680.76273,65000.0,1.7758320729479,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1978,2008,0.699861657175699,3.82737137271551,333538881.607062,40000.0,1.06449169723088,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1979,2009,0.667461170274579,4.10789999858194,320855289.20837,39500.0,1.0704392378039,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1980,2010,0.6675317048534,4.22519253294524,354856781.373805,39500.0,1.02744981753011,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1981,2011,0.602928060143009,3.78083311108715,348559830.088199,39500.0,0.983660282088866,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1982,2012,0.653151461976632,3.24666152788484,396187178.568069,61000.0,1.46057687518916,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1983,2013,0.611824773045351,3.45843636316559,383380254.0656,61000.0,1.43998474088301,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1984,2014,0.651437855543241,3.83202642764367,437572465.844162,71050.0,1.64270126211709,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1985,2015,0.643674978238558,3.85869768485619,458007157.526361,71050.0,1.55153227187125,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1986,2016,0.63403055291349,3.73520984951381,479722172.766986,71050.0,1.51628550386242,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
1987,2017,0.6660634439633,3.90329639846507,533073157.821471,71000.0,1.49404989369098,DO,ae91c06b2fac22ef2ed0e9fecb2368245e17b8dc843db2d211a07d0e893e5238
